Date,Adj Close
2020-06-01,86.12234497
2020-06-02,86.12493896
2020-06-03,86.12664795
2020-06-04,86.12664795
2020-06-05,86.12234497
2020-06-08,86.12234497
2020-06-09,86.12234497
2020-06-10,86.12664795
2020-06-11,86.12664795
2020-06-12,86.12664795
2020-06-15,86.12664795
2020-06-16,86.12664795
2020-06-17,86.13097382
2020-06-18,86.13440704
2020-06-19,86.13526154
2020-06-22,86.13097382
2020-06-23,86.13097382
2020-06-24,86.13097382
2020-06-25,86.13097382
2020-06-26,86.12664795
2020-06-29,86.13526154
2020-06-30,86.13526154
2020-07-01,86.13180542
2020-07-02,86.13696289
2020-07-06,86.13180542
2020-07-07,86.13180542
2020-07-08,86.13180542
2020-07-09,86.14041901
2020-07-10,86.14385223
2020-07-13,86.14041901
2020-07-14,86.13613892
2020-07-15,86.13613892
2020-07-16,86.13613892
2020-07-17,86.13613892
2020-07-20,86.13613892
2020-07-21,86.13613892
2020-07-22,86.13613892
2020-07-23,86.13613892
2020-07-24,86.13613892
2020-07-27,86.13613892
2020-07-28,86.13613892
2020-07-29,86.14041901
2020-07-30,86.13613892
2020-07-31,86.14041901
2020-08-03,86.14128113
2020-08-04,86.14128113
2020-08-05,86.14128113
2020-08-06,86.14128113
2020-08-07,86.14557648
2020-08-10,86.14128113
2020-08-11,86.14128113
2020-08-12,86.14557648
2020-08-13,86.14557648
2020-08-14,86.1499176
2020-08-17,86.1499176
2020-08-18,86.14557648
2020-08-19,86.15161896
2020-08-20,86.14557648
2020-08-21,86.14557648
2020-08-24,86.14557648
2020-08-25,86.1499176
2020-08-26,86.13697052
2020-08-27,86.15421295
2020-08-28,86.14557648
2020-08-31,86.14557648
2020-09-01,86.13441467
2020-09-02,86.14300537
2020-09-03,86.14731598
2020-09-04,86.14731598
2020-09-08,86.14731598
2020-09-09,86.15161896
2020-09-10,86.14731598
2020-09-11,86.14731598
2020-09-14,86.14731598
2020-09-15,86.14731598
2020-09-16,86.14731598
2020-09-17,86.14731598
2020-09-18,86.14731598
2020-09-21,86.14731598
2020-09-22,86.14731598
2020-09-23,86.14731598
2020-09-24,86.14731598
2020-09-25,86.15161896
2020-09-28,86.15161896
2020-09-29,86.15161896
2020-09-30,86.15161896
2020-10-01,86.15161133
2020-10-02,86.14730835
2020-10-05,86.15505219
2020-10-06,86.15161133
2020-10-07,86.15161133
2020-10-08,86.15161133
2020-10-09,86.15161133
2020-10-12,86.15161133
2020-10-13,86.15161133
2020-10-14,86.15161133
2020-10-15,86.15161133
2020-10-16,86.15161133
2020-10-19,86.15161133
2020-10-20,86.15161133
2020-10-21,86.15161133
2020-10-22,86.15161133
2020-10-23,86.15594482
2020-10-26,86.15594482
2020-10-27,86.15594482
2020-10-28,86.15594482
2020-10-29,86.15594482
2020-10-30,86.15594482
2020-11-02,86.16022491
2020-11-03,86.15595245
2020-11-04,86.15595245
2020-11-05,86.15595245
2020-11-06,86.15595245
2020-11-09,86.16022491
2020-11-10,86.15595245
2020-11-11,86.15595245
2020-11-12,86.15595245
2020-11-13,86.15595245
2020-11-16,86.15595245
2020-11-17,86.15595245
2020-11-18,86.16022491
2020-11-19,86.15595245
2020-11-20,86.15595245
2020-11-23,86.16022491
2020-11-24,86.16022491
2020-11-25,86.15161896
2020-11-27,86.16022491
2020-11-30,86.16022491
2020-12-01,86.15595245
2020-12-02,86.15595245
2020-12-03,86.16024017
2020-12-04,86.16024017
2020-12-07,86.15595245
2020-12-08,86.15595245
2020-12-09,86.15595245
2020-12-10,86.16024017
2020-12-11,86.16024017
2020-12-14,86.16024017
2020-12-15,86.16024017
2020-12-16,86.1688385
2020-12-17,86.16540527
2020-12-18,86.16540527
2020-12-21,86.16540527
2020-12-22,86.16540527
2020-12-23,86.16112518
2020-12-24,86.16112518
2020-12-28,86.16112518
2020-12-29,86.16112518
2020-12-30,86.16540527
2020-12-31,86.16540527
2021-01-04,86.16540527
2021-01-05,86.16540527
2021-01-06,86.16112518
2021-01-07,86.16540527
2021-01-08,86.16540527
2021-01-11,86.16540527
2021-01-12,86.16540527
2021-01-13,86.16112518
2021-01-14,86.16112518
2021-01-15,86.16540527
2021-01-19,86.16112518
2021-01-20,86.16540527
2021-01-21,86.16540527
2021-01-22,86.16540527
2021-01-25,86.16970825
2021-01-26,86.16970825
2021-01-27,86.16970825
2021-01-28,86.16970825
2021-01-29,86.16970825
2021-02-01,86.16970825
2021-02-02,86.16540527
2021-02-03,86.16540527
2021-02-04,86.16540527
2021-02-05,86.16970825
2021-02-08,86.16970825
2021-02-09,86.16540527
2021-02-10,86.16970825
2021-02-11,86.16970825
2021-02-12,86.16970825
2021-02-16,86.16970825
2021-02-17,86.16540527
2021-02-18,86.16970825
2021-02-19,86.16970825
2021-02-22,86.16970825
2021-02-23,86.16970825
2021-02-24,86.1740036
2021-02-25,86.16540527
2021-02-26,86.16970825
2021-03-01,86.18264008
2021-03-02,86.18264008
2021-03-03,86.16540527
2021-03-04,86.1740036
2021-03-05,86.1740036
2021-03-08,86.1740036
2021-03-09,86.16970825
2021-03-10,86.1740036
2021-03-11,86.16970825
2021-03-12,86.16970825
2021-03-15,86.1740036
2021-03-16,86.17832947
2021-03-17,86.17832947
2021-03-18,86.1740036
2021-03-19,86.17832947
2021-03-22,86.17489624
2021-03-23,86.18090057
2021-03-24,86.17832947
2021-03-25,86.1740036
2021-03-26,86.17832947
2021-03-29,86.16970825
2021-03-30,86.17832947
2021-03-31,86.16970825
2021-04-01,86.17921448
2021-04-05,86.17489624
2021-04-06,86.18350983
2021-04-07,86.17489624
2021-04-08,86.18350983
2021-04-09,86.17489624
2021-04-12,86.17489624
2021-04-13,86.17921448
2021-04-14,86.17921448
2021-04-15,86.17921448
2021-04-16,86.18350983
2021-04-19,86.18350983
2021-04-20,86.17921448
2021-04-21,86.17489624
2021-04-22,86.18350983
2021-04-23,86.18350983
2021-04-26,86.17489624
2021-04-27,86.17489624
2021-04-28,86.17921448
2021-04-29,86.18350983
2021-04-30,86.18350983
2021-05-03,86.18695831
2021-05-04,86.17834473
2021-05-05,86.18266296
2021-05-06,86.18266296
2021-05-07,86.18004608
2021-05-10,86.18695831
2021-05-11,86.17834473
2021-05-12,86.18266296
2021-05-13,86.17834473
2021-05-14,86.18266296
2021-05-17,86.17834473
2021-05-18,86.18266296
2021-05-19,86.17834473
2021-05-20,86.17834473
2021-05-21,86.17834473
2021-05-24,86.18519592
2021-05-25,86.18695831
2021-05-26,86.18266296
2021-05-27,86.17834473
2021-05-28,86.18695831
2021-06-01,86.18435669
2021-06-02,86.18435669
2021-06-03,86.18004608
2021-06-04,86.18004608
2021-06-07,86.18177795
2021-06-08,86.18868256
2021-06-09,86.18435669
2021-06-10,86.18435669
2021-06-11,86.18435669
2021-06-14,86.18435669
2021-06-15,86.18435669
2021-06-16,86.18435669
2021-06-17,86.18177795
2021-06-18,86.17572021
2021-06-21,86.17572021
2021-06-22,86.18868256
2021-06-23,86.18004608
2021-06-24,86.18004608
2021-06-25,86.18868256
2021-06-28,86.18004608
2021-06-29,86.18435669
2021-06-30,86.18435669
2021-07-01,86.18265533
2021-07-02,86.18265533
2021-07-06,86.18606567
2021-07-07,86.18177795
2021-07-08,86.18177795
2021-07-09,86.18177795
2021-07-12,86.18177795
2021-07-13,86.18606567
2021-07-14,86.18177795
2021-07-15,86.18177795
2021-07-16,86.18606567
2021-07-19,86.18606567
2021-07-20,86.18177795
2021-07-21,86.19039154
2021-07-22,86.18606567
2021-07-23,86.19039154
2021-07-26,86.18265533
2021-07-27,86.18606567
2021-07-28,86.19039154
2021-07-29,86.18952942
2021-07-30,86.18606567
2021-08-02,86.1791687
2021-08-03,86.18779755
2021-08-04,86.19211578
2021-08-05,86.18779755
2021-08-06,86.18779755
2021-08-09,86.1835022
2021-08-10,86.1835022
2021-08-11,86.1835022
2021-08-12,86.1791687
2021-08-13,86.18779755
2021-08-16,86.19211578
2021-08-17,86.17488861
2021-08-18,86.18779755
2021-08-19,86.1835022
2021-08-20,86.19211578
2021-08-23,86.1835022
2021-08-24,86.18779755
2021-08-25,86.1835022
2021-08-26,86.18779755
2021-08-27,86.18779755
2021-08-30,86.18779755
2021-08-31,86.18779755
2021-09-01,86.1904068
2021-09-02,86.18779755
2021-09-03,86.1904068
2021-09-07,86.19469452
2021-09-08,86.1904068
2021-09-09,86.18346405
2021-09-10,86.19469452
2021-09-13,86.1904068
2021-09-14,86.1860733
2021-09-15,86.19469452
2021-09-16,86.19469452
2021-09-17,86.1904068
2021-09-20,86.18779755
2021-09-21,86.1904068
2021-09-22,86.1904068
2021-09-23,86.18694305
2021-09-24,86.1904068
2021-09-27,86.1904068
2021-09-28,86.1860733
2021-09-29,86.19469452
2021-09-30,86.1904068
2021-10-01,86.18436432
2021-10-04,86.18952179
2021-10-05,86.19297028
2021-10-06,86.18436432
2021-10-07,86.18436432
2021-10-08,86.19386292
2021-10-11,86.18867493
2021-10-12,86.18867493
2021-10-13,86.18867493
2021-10-14,86.18867493
2021-10-15,86.18867493
2021-10-18,86.19642639
2021-10-19,86.18867493
2021-10-20,86.18867493
2021-10-21,86.19728088
2021-10-22,86.19386292
2021-10-25,86.18003845
2021-10-26,86.18867493
2021-10-27,86.18264771
2021-10-28,86.18436432
2021-10-29,86.18867493
2021-11-01,86.19124603
2021-11-02,86.19984436
2021-11-03,86.19984436
2021-11-04,86.19124603
2021-11-05,86.19124603
2021-11-08,86.1955719
2021-11-09,86.19124603
2021-11-10,86.19984436
2021-11-11,86.19124603
2021-11-12,86.19124603
2021-11-15,86.19124603
2021-11-16,86.18264771
2021-11-17,86.19124603
2021-11-18,86.19124603
2021-11-19,86.19124603
2021-11-22,86.19124603
2021-11-23,86.19643402
2021-11-24,86.19984436
2021-11-26,86.19124603
2021-11-29,86.1955719
2021-11-30,86.19124603
2021-12-01,86.18951416
2021-12-02,86.18951416
2021-12-03,86.19385529
2021-12-06,86.19385529
2021-12-07,86.19211578
2021-12-08,86.18951416
2021-12-09,86.19385529
2021-12-10,86.19815063
2021-12-13,86.19815063
2021-12-14,86.19385529
2021-12-15,86.19385529
2021-12-16,86.20246887
2021-12-17,86.19815063
2021-12-20,86.19384766
2021-12-21,86.19728851
2021-12-22,86.19815063
2021-12-23,86.20587158
2021-12-27,86.19815063
2021-12-28,86.19815063
2021-12-29,86.19384766
2021-12-30,86.19384766
2021-12-31,86.20246887
2022-01-03,86.19815063
2022-01-04,86.19039154
2022-01-05,86.19384766
2022-01-06,86.19815063
2022-01-07,86.20246887
2022-01-10,86.19815063
2022-01-11,86.19815063
2022-01-12,86.19728851
2022-01-13,86.19384766
2022-01-14,86.20246887
2022-01-18,86.20414734
2022-01-19,86.20246887
2022-01-20,86.19815063
2022-01-21,86.19815063
2022-01-24,86.18951416
2022-01-25,86.19986725
2022-01-26,86.20246887
2022-01-27,86.19815063
2022-01-28,86.20587158
2022-01-31,86.20246887
2022-02-01,86.20587921
2022-02-02,86.19987488
2022-02-03,86.19987488
2022-02-04,86.19898987
2022-02-07,86.20417023
2022-02-08,86.20248413
2022-02-09,86.20417023
2022-02-10,86.19987488
2022-02-11,86.1912384
2022-02-14,86.19987488
2022-02-15,86.19987488
2022-02-16,86.20848083
2022-02-17,86.20848083
2022-02-18,86.20848083
2022-02-22,86.20075226
2022-02-23,86.20848083
2022-02-24,86.19987488
2022-02-25,86.20848083
2022-02-28,86.20848083
2022-03-01,86.21540833
2022-03-02,86.20677185
2022-03-03,86.21108246
2022-03-04,86.21540833
2022-03-07,86.21540833
2022-03-08,86.21540833
2022-03-09,86.20677185
2022-03-10,86.21540833
2022-03-11,86.21540833
2022-03-14,86.21540833
2022-03-15,86.20677185
2022-03-16,86.21540833
2022-03-17,86.21540833
2022-03-18,86.21540833
2022-03-21,86.21540833
2022-03-22,86.21970367
2022-03-23,86.22399902
2022-03-24,86.22399902
2022-03-25,86.21540833
2022-03-28,86.21540833
2022-03-29,86.22399902
2022-03-30,86.23258972
2022-03-31,86.23258972
2022-04-01,86.23088837
2022-04-04,86.23088837
2022-04-05,86.22571564
2022-04-06,86.22659302
2022-04-07,86.23088837
2022-04-08,86.23088837
2022-04-11,86.23088837
2022-04-12,86.23088837
2022-04-13,86.23521423
2022-04-14,86.23778534
2022-04-18,86.23950195
2022-04-19,86.23950195
2022-04-20,86.23950195
2022-04-21,86.23950195
2022-04-22,86.23950195
2022-04-25,86.24382019
2022-04-26,86.24813843
2022-04-27,86.24813843
2022-04-28,86.25675964
2022-04-29,86.25675964
2022-05-02,86.25245667
2022-05-03,86.25245667
2022-05-04,86.25245667
2022-05-05,86.26106262
2022-05-06,86.26106262
2022-05-09,86.26106262
2022-05-10,86.26106262
2022-05-11,86.26106262
2022-05-12,86.26106262
2022-05-13,86.26106262
2022-05-16,86.26106262
2022-05-17,86.26970673
2022-05-18,86.26970673
2022-05-19,86.27830505
2022-05-20,86.26970673
2022-05-23,86.28263092
2022-05-24,86.28694153
2022-05-25,86.28694153
2022-05-26,86.29553223
2022-05-27,86.29553223
2022-05-31,86.29553223
2022-06-01,86.29644775
2022-06-02,86.30506897
2022-06-03,86.30506897
2022-06-06,86.29644775
2022-06-07,86.29644775
2022-06-08,86.29644775
2022-06-09,86.30506897
2022-06-10,86.30506897
2022-06-13,86.29644775
2022-06-14,86.29644775
2022-06-15,86.29211426
2022-06-16,86.31368256
2022-06-17,86.32230377
2022-06-21,86.33955383
2022-06-22,86.33091736
2022-06-23,86.33955383
2022-06-24,86.32230377
2022-06-27,86.33955383
2022-06-28,86.33955383
2022-06-29,86.34815979
2022-06-30,86.36543274
2022-07-01,86.35595703
2022-07-05,86.36458588
2022-07-06,86.36458588
2022-07-07,86.37320709
2022-07-08,86.37320709
2022-07-11,86.37320709
2022-07-12,86.36458588
2022-07-13,86.35595703
2022-07-14,86.38182068
2022-07-15,86.37320709
2022-07-18,86.38182068
2022-07-19,86.39044189
2022-07-20,86.39044189
2022-07-21,86.39907837
2022-07-22,86.41635895
2022-07-25,86.41635895
2022-07-26,86.40770721
2022-07-27,86.42499542
2022-07-28,86.42499542
2022-07-29,86.40770721
2022-08-01,86.44747162
2022-08-02,86.45179749
2022-08-03,86.46478271
2022-08-04,86.47343445
2022-08-05,86.47343445
2022-08-08,86.47343445
2022-08-09,86.49068451
2022-08-10,86.48204041
2022-08-11,86.49931335
2022-08-12,86.50796509
2022-08-15,86.50796509
2022-08-16,86.51661682
2022-08-17,86.52526093
2022-08-18,86.53390503
2022-08-19,86.53390503
2022-08-22,86.56847382
2022-08-23,86.5425415
2022-08-24,86.55981445
2022-08-25,86.58143616
2022-08-26,86.58143616
2022-08-29,86.58574677
2022-08-30,86.58574677
2022-08-31,86.59440613
2022-09-01,86.61865997
2022-09-02,86.61865997
2022-09-06,86.62728119
2022-09-07,86.64458466
2022-09-08,86.66191864
2022-09-09,86.65325165
2022-09-12,86.65325165
2022-09-13,86.67922974
2022-09-14,86.670578
2022-09-15,86.69652557
2022-09-16,86.69652557
2022-09-19,86.70518494
2022-09-20,86.72249603
2022-09-21,86.73116302
2022-09-22,86.73983765
2022-09-23,86.75713348
2022-09-26,86.75713348
2022-09-27,86.76580811
2022-09-28,86.76580811
2022-09-29,86.79177856
2022-09-30,86.8004303
2022-10-03,86.80648804
2022-10-04,86.81516266
2022-10-05,86.81516266
2022-10-06,86.84115601
2022-10-07,86.84984589
2022-10-10,86.84984589
2022-10-11,86.85850525
2022-10-12,86.84115601
2022-10-13,86.86717224
2022-10-14,86.88451385
2022-10-17,86.87586212
2022-10-18,86.89318848
2022-10-19,86.89318848
2022-10-20,86.91052246
2022-10-21,86.92787933
2022-10-24,86.93654633
2022-10-25,86.92787933
2022-10-26,86.92787933
2022-10-27,86.97121429
2022-10-28,86.97121429
2022-10-31,86.97121429
2022-11-01,86.98077393
2022-11-02,86.99814606
2022-11-03,87.03294373
2022-11-04,87.04161072
2022-11-07,87.05032349
2022-11-08,87.05902863
2022-11-09,87.08509064
2022-11-10,87.09377289
2022-11-11,87.10247803
2022-11-14,87.10247803
2022-11-15,87.10247803
2022-11-16,87.09377289
2022-11-17,87.13723755
2022-11-18,87.13723755
2022-11-21,87.15461731
2022-11-22,87.18067932
2022-11-23,87.19807434
2022-11-25,87.20674896
2022-11-28,87.22415161
2022-11-29,87.22415161
2022-11-30,87.23281097
